Customer_ID,Age_of_Buyer,Type_of_City,Average_Order_Value,Recent_Action,Time_Spent_on_App_per_Day_minutes,Email,Most_Active_Time_of_User,Recency_days,Frequency_purchases,Monetary_spend,Email_Open_Rate,Push_CTR,Coupon_Redemption_Rate,Chat_Engagement_Rate,Top_Category,Primary_Device,Locale,CLTV,Pages_per_Session,Avg_Session_Duration_min,Product_Views,Discount_Threshold_percent,Churn_Risk,Marketing_Suggestion
CUST_100490,52,Tier 2,8982,not visiting the app,165,customer490@example.com,2:00 PM - 3:00 AM,11,25,3057,0.78,0.333,0.353,0.766,Electronics,Tablet,en_US,2617.31,7.9,4.8,3,25,0.396,Comeback Email Offer
CUST_100491,30,Tier 3,2844,not adding to cart,89,customer491@example.com,7:00 AM - 9:00 AM,7,3,756,0.755,0.527,0.501,0.791,Electronics,Mobile,es_ES,1542.26,5.4,15.7,4,5,0.272,Personalized Email Recommendations
CUST_100492,23,Tier 4,6765,not visiting the app,74,customer492@example.com,2:00 AM - 2:00 PM,11,1,17850,0.605,0.152,0.736,0.793,Fashion,Tablet,es_ES,3934.62,9.1,15.1,5,15,0.459,Comeback Email Offer
CUST_100493,22,Tier 3,9640,wrote a bad review,101,customer493@example.com,5:00 PM - 2:00 AM,209,36,9227,0.483,0.908,0.533,0.245,Electronics,Desktop,fr_FR,4759.71,15.5,14.6,8,10,0.578,Personal Apology Email
CUST_100494,17,Tier 4,4002,wrote a bad review,99,customer494@example.com,8:00 AM - 11:00 PM,171,10,2840,0.095,0.169,0.865,0.49,Fashion,Mobile,en_GB,2045.82,16.9,10.9,10,10,0.059,Manager Follow-up Call
CUST_100495,47,Tier 3,6947,not adding to cart,91,customer495@example.com,3:00 AM - 6:00 PM,3,18,6955,0.755,0.795,0.546,0.313,Beauty,Mobile,es_ES,2333.79,10.2,11.5,2,5,0.426,Personalized Email Recommendations
CUST_100496,20,Tier 4,2285,cart abandonment,46,customer496@example.com,9:00 AM - 3:00 AM,225,8,1379,0.886,0.495,0.626,0.525,Fashion,Tablet,de_DE,2119.83,1.2,3.2,5,30,0.922,Abandoned Cart Email
CUST_100497,33,Tier 3,6288,not visiting the app,41,customer497@example.com,5:00 AM - 10:00 PM,266,39,8332,0.472,0.211,0.33,0.747,Fashion,Mobile,de_DE,3589.65,10.0,7.0,3,10,0.47,SMS Reactivation
CUST_100498,16,Tier 3,3274,not visiting the app,29,customer498@example.com,9:00 PM - 6:00 AM,32,40,15458,0.594,0.067,0.636,0.883,Home & Kitchen,Tablet,en_US,4643.0,6.2,16.6,7,25,0.729,VIP Retention Call
CUST_100499,39,Tier 4,4373,not visiting the app,24,customer499@example.com,10:00 AM - 2:00 AM,144,12,8715,0.564,0.127,0.522,0.645,Health,Desktop,de_DE,3871.29,12.3,6.3,10,30,0.909,Win-back Campaign
CUST_100500,29,Tier 2,243,not visiting the app,60,customer500@example.com,2:00 AM - 3:00 AM,244,1,10695,0.078,0.97,0.137,0.807,Health,Tablet,fr_FR,1669.09,10.5,3.2,9,20,0.377,Re-engagement Push
CUST_100501,40,Tier 4,6016,not adding to cart,138,customer501@example.com,6:00 AM - 10:00 AM,86,41,9200,0.711,0.84,0.56,0.49,Home & Kitchen,Tablet,en_US,2811.63,9.3,7.6,1,15,0.855,Personalized Email Recommendations
CUST_100502,58,Tier 3,7148,not visiting the app,162,customer502@example.com,9:00 AM - 7:00 PM,92,48,449,0.196,0.361,0.195,0.586,Home & Kitchen,Mobile,es_ES,4583.25,10.6,1.2,5,5,0.647,VIP Exclusive Offer
CUST_100503,57,Tier 4,6725,cart abandonment,69,customer503@example.com,5:00 AM - 10:00 AM,242,39,14992,0.49,0.473,0.875,0.751,Electronics,Mobile,es_ES,192.74,18.0,3.9,3,10,0.083,Discount Coupon Email
CUST_100504,23,Tier 1,7464,cart abandonment,85,customer504@example.com,2:00 PM - 4:00 AM,171,44,10470,0.898,0.169,0.986,0.722,Home & Kitchen,Tablet,en_US,4705.7,8.7,16.9,1,5,0.193,VIP Exclusive Offer
CUST_100505,48,Tier 2,4568,cart abandonment,49,customer505@example.com,8:00 AM - 5:00 AM,353,33,13510,0.173,0.747,0.838,0.003,Home & Kitchen,Tablet,es_ES,632.69,9.9,16.9,2,25,0.93,Discount Coupon Email
CUST_100506,21,Tier 1,1683,not visiting the app,27,customer506@example.com,3:00 PM - 10:00 AM,87,1,7227,0.638,0.46,0.877,0.943,Home & Kitchen,Tablet,en_GB,3749.67,15.0,6.9,7,30,0.287,Comeback Email Offer
CUST_100507,33,Tier 2,9457,not adding to cart,110,customer507@example.com,4:00 AM - 5:00 AM,91,19,8598,0.698,0.265,0.49,0.579,Home & Kitchen,Tablet,de_DE,2275.88,13.0,16.8,1,25,0.386,Browsing Behavior Email
CUST_100508,50,Tier 2,7308,not adding to cart,170,customer508@example.com,11:00 PM - 4:00 PM,359,33,18175,0.83,0.794,0.091,0.773,Home & Kitchen,Mobile,fr_FR,1341.19,18.5,10.8,3,20,0.14,Personalized Email Recommendations
CUST_100509,53,Tier 3,6299,wrote a bad review,173,customer509@example.com,10:00 AM - 6:00 AM,323,23,358,0.159,0.475,0.337,0.903,Fashion,Desktop,es_ES,855.59,11.4,15.3,8,25,0.456,Proactive Chat Support
CUST_100510,52,Tier 4,6742,wrote a bad review,67,customer510@example.com,5:00 PM - 10:00 PM,248,44,13244,0.3,0.971,0.877,0.763,Sports,Mobile,fr_FR,2158.18,6.1,12.0,10,5,0.164,Proactive Chat Support
CUST_100511,26,Tier 3,9978,not visiting the app,150,customer511@example.com,3:00 AM - 11:00 PM,28,6,10234,0.793,0.141,0.346,0.396,Health,Mobile,en_GB,1042.01,4.3,6.8,3,10,0.858,Win-back Campaign
CUST_100512,43,Tier 1,4209,not visiting the app,180,customer512@example.com,9:00 PM - 1:00 PM,82,23,3373,0.471,0.687,0.699,0.913,Beauty,Desktop,fr_FR,3545.81,15.5,2.8,3,15,0.763,Re-engagement Push
CUST_100513,24,Tier 4,5559,not adding to cart,177,customer513@example.com,12:00 PM - 10:00 PM,274,5,11466,0.488,0.74,0.586,0.222,Sports,Mobile,en_GB,1877.21,7.5,16.6,10,25,0.752,Product Suggestion Push
CUST_100514,20,Tier 2,2462,wrote a bad review,53,customer514@example.com,1:00 AM - 5:00 PM,48,22,12685,0.654,0.426,0.285,0.387,Health,Mobile,es_ES,4794.64,9.0,4.1,9,5,0.465,Manager Follow-up Call
CUST_100515,21,Tier 3,1861,wrote a bad review,8,customer515@example.com,3:00 PM - 3:00 PM,352,30,479,0.486,0.96,0.402,0.771,Home & Kitchen,Desktop,es_ES,3723.22,3.2,16.3,8,25,0.373,Proactive Chat Support
CUST_100516,46,Tier 3,8965,not adding to cart,33,customer516@example.com,3:00 PM - 9:00 PM,346,6,5027,0.007,0.948,0.708,0.258,Sports,Tablet,fr_FR,2202.7,9.8,1.8,8,20,0.367,Product Suggestion Push
CUST_100517,54,Tier 3,4334,wrote a bad review,91,customer517@example.com,11:00 PM - 1:00 PM,92,19,11794,0.417,0.447,0.298,0.036,Electronics,Desktop,en_US,2679.78,8.5,4.3,9,5,0.126,Manager Follow-up Call
CUST_100518,25,Tier 4,7263,not adding to cart,93,customer518@example.com,8:00 AM - 12:00 PM,21,5,10801,0.373,0.147,0.977,0.638,Electronics,Desktop,de_DE,4902.32,2.5,18.6,5,20,0.401,First Purchase Discount
CUST_100519,27,Tier 3,1498,wrote a bad review,34,customer519@example.com,4:00 PM - 5:00 AM,356,4,12362,0.573,0.215,0.935,0.275,Beauty,Mobile,es_ES,2532.74,1.9,8.6,3,30,0.285,Manager Follow-up Call
CUST_100520,16,Tier 4,3593,cart abandonment,111,customer520@example.com,11:00 AM - 5:00 PM,237,39,10525,0.097,0.225,0.709,0.221,Sports,Desktop,de_DE,4143.53,12.2,13.1,6,25,0.389,VIP Exclusive Offer
CUST_100521,51,Tier 1,5818,not adding to cart,86,customer521@example.com,6:00 PM - 3:00 PM,256,14,17540,0.698,0.673,0.256,0.032,Sports,Mobile,fr_FR,2828.56,7.6,4.9,9,15,0.304,Browsing Behavior Email
CUST_100522,36,Tier 4,7857,cart abandonment,44,customer522@example.com,10:00 AM - 10:00 PM,290,28,13711,0.996,0.023,0.973,0.556,Health,Mobile,fr_FR,4609.82,3.5,12.5,2,5,0.396,Discount Coupon Email
CUST_100523,29,Tier 1,9551,not adding to cart,50,customer523@example.com,3:00 PM - 9:00 PM,181,49,7235,0.418,0.599,0.319,0.363,Electronics,Tablet,es_ES,2536.41,11.1,5.3,7,20,0.757,Browsing Behavior Email
CUST_100524,34,Tier 4,2771,not visiting the app,107,customer524@example.com,5:00 AM - 9:00 PM,238,42,5744,0.683,0.098,0.58,0.418,Health,Desktop,en_GB,3200.26,12.8,3.6,10,25,0.999,Win-back Campaign
CUST_100525,54,Tier 4,574,not adding to cart,161,customer525@example.com,4:00 AM - 10:00 PM,351,6,12233,0.023,0.601,0.79,0.389,Sports,Mobile,en_GB,2315.96,14.7,5.5,8,30,0.921,First Purchase Discount
CUST_100526,36,Tier 2,5000,cart abandonment,12,customer526@example.com,4:00 PM - 8:00 AM,351,39,14637,0.99,0.797,0.973,0.5,Electronics,Tablet,es_ES,4366.82,18.3,5.7,2,5,0.749,VIP Retention Call
CUST_100527,42,Tier 4,6513,cart abandonment,111,customer527@example.com,5:00 AM - 12:00 AM,225,31,2059,0.293,0.398,0.822,0.769,Home & Kitchen,Desktop,de_DE,3164.88,9.4,16.0,2,10,0.847,Discount Coupon Email
CUST_100528,53,Tier 1,2968,not adding to cart,110,customer528@example.com,11:00 PM - 3:00 AM,248,14,8767,0.097,0.642,0.074,0.899,Health,Mobile,es_ES,1745.09,14.1,7.3,8,30,0.258,Browsing Behavior Email
CUST_100529,33,Tier 1,2494,not visiting the app,138,customer529@example.com,5:00 AM - 4:00 PM,289,24,9642,0.307,0.716,0.568,0.305,Beauty,Desktop,es_ES,814.48,16.3,3.4,10,15,0.859,Win-back Campaign
CUST_100530,32,Tier 2,658,not visiting the app,154,customer530@example.com,5:00 AM - 10:00 AM,133,24,16765,0.745,0.996,0.406,0.618,Fashion,Desktop,en_GB,2956.32,10.5,10.9,7,20,0.648,Re-engagement Push
CUST_100531,49,Tier 4,3073,wrote a bad review,102,customer531@example.com,1:00 AM - 6:00 AM,159,14,7450,0.15,0.609,0.729,0.12,Fashion,Desktop,fr_FR,2323.64,18.3,18.2,9,10,0.741,Manager Follow-up Call
CUST_100532,39,Tier 1,6728,cart abandonment,89,customer532@example.com,9:00 AM - 5:00 AM,29,29,18669,0.523,0.245,0.797,0.183,Beauty,Mobile,en_GB,3463.71,9.7,1.8,10,15,0.552,Discount Coupon Email
CUST_100533,21,Tier 2,1243,not visiting the app,138,customer533@example.com,5:00 AM - 4:00 AM,125,38,19147,0.477,0.098,0.882,0.051,Beauty,Mobile,en_GB,2417.58,9.4,10.0,2,25,0.589,SMS Reactivation
CUST_100534,54,Tier 4,5114,cart abandonment,153,customer534@example.com,7:00 AM - 12:00 PM,330,13,19398,0.806,0.614,0.456,0.0,Health,Tablet,es_ES,2488.4,4.4,10.6,9,15,0.951,Push Notification Reminder
CUST_100535,35,Tier 3,8919,not visiting the app,92,customer535@example.com,5:00 PM - 11:00 PM,58,49,6069,0.488,0.319,0.974,0.471,Fashion,Mobile,en_US,3814.17,13.8,2.8,8,15,0.638,SMS Reactivation
CUST_100536,50,Tier 2,3371,cart abandonment,64,customer536@example.com,4:00 PM - 9:00 PM,164,50,17480,0.472,0.685,0.928,0.21,Beauty,Mobile,es_ES,824.12,15.6,15.9,3,25,0.663,Discount Coupon Email
CUST_100537,36,Tier 4,9952,wrote a bad review,73,customer537@example.com,4:00 PM - 8:00 PM,190,10,10134,0.334,0.354,0.745,0.45,Health,Tablet,fr_FR,3825.34,1.1,18.9,1,20,0.354,Manager Follow-up Call
CUST_100538,24,Tier 4,4692,cart abandonment,56,customer538@example.com,4:00 PM - 5:00 PM,13,21,14108,0.791,0.326,0.56,0.199,Fashion,Tablet,de_DE,2228.51,6.2,2.4,3,15,0.723,Abandoned Cart Email
CUST_100539,53,Tier 4,953,wrote a bad review,129,customer539@example.com,4:00 PM - 10:00 PM,31,7,1938,0.64,0.276,0.369,0.924,Electronics,Desktop,en_GB,4410.21,2.4,19.6,7,10,0.874,Proactive Chat Support
CUST_100540,53,Tier 3,9605,not visiting the app,148,customer540@example.com,2:00 PM - 4:00 PM,294,35,8643,0.557,0.817,0.69,0.14,Electronics,Tablet,es_ES,4788.14,7.9,15.7,4,10,0.321,VIP Exclusive Offer
CUST_100541,30,Tier 4,6134,not adding to cart,55,customer541@example.com,11:00 PM - 5:00 AM,72,8,13560,0.427,0.806,0.798,0.832,Electronics,Tablet,es_ES,130.2,9.3,1.6,9,15,0.79,Product Suggestion Push
CUST_100542,47,Tier 3,9617,not adding to cart,167,customer542@example.com,2:00 AM - 10:00 AM,286,50,3780,0.532,0.799,0.846,0.088,Health,Tablet,en_GB,3771.94,15.6,9.2,5,20,0.451,Product Suggestion Push
CUST_100543,25,Tier 3,1396,not visiting the app,170,customer543@example.com,10:00 PM - 8:00 PM,11,26,18933,0.294,0.624,0.39,0.009,Home & Kitchen,Desktop,en_GB,1331.32,5.2,13.8,6,25,0.458,Re-engagement Push
CUST_100544,58,Tier 2,9611,not adding to cart,152,customer544@example.com,3:00 AM - 3:00 AM,158,12,3406,0.026,0.602,0.845,0.779,Sports,Desktop,en_US,1670.93,7.0,5.4,4,10,0.303,First Purchase Discount
CUST_100545,43,Tier 3,4017,not visiting the app,95,customer545@example.com,1:00 AM - 8:00 AM,193,2,14647,0.868,0.854,0.209,0.049,Health,Desktop,en_GB,1067.88,8.2,16.5,2,10,0.507,Re-engagement Push
CUST_100546,53,Tier 1,2868,not visiting the app,35,customer546@example.com,8:00 PM - 12:00 PM,213,13,6992,0.985,0.8,0.36,0.255,Electronics,Desktop,en_US,85.92,16.3,8.6,2,15,0.36,Re-engagement Push
CUST_100547,35,Tier 1,7313,not adding to cart,63,customer547@example.com,12:00 AM - 11:00 PM,242,2,9101,0.73,0.897,0.045,0.847,Fashion,Tablet,en_US,683.34,4.0,14.2,1,5,0.596,Personalized Email Recommendations
CUST_100548,29,Tier 3,6289,wrote a bad review,45,customer548@example.com,7:00 AM - 3:00 AM,343,12,12062,0.879,0.109,0.162,0.498,Home & Kitchen,Desktop,es_ES,4549.46,6.0,7.1,1,15,0.028,Manager Follow-up Call
CUST_100549,46,Tier 1,2564,wrote a bad review,16,customer549@example.com,9:00 PM - 10:00 AM,81,7,589,0.349,0.223,0.42,0.066,Health,Desktop,fr_FR,4287.9,11.2,3.6,10,30,0.001,Manager Follow-up Call
CUST_100550,46,Tier 4,4408,not visiting the app,87,customer550@example.com,11:00 PM - 10:00 AM,245,32,18818,0.196,0.219,0.13,0.942,Fashion,Tablet,en_US,3728.77,14.6,6.4,10,5,0.25,SMS Reactivation
CUST_100551,32,Tier 2,5133,not adding to cart,123,customer551@example.com,11:00 PM - 3:00 PM,217,24,4858,0.579,0.935,0.034,0.906,Health,Tablet,en_US,3981.26,19.6,1.3,1,10,0.162,Product Suggestion Push
CUST_100552,36,Tier 1,9573,wrote a bad review,128,customer552@example.com,6:00 AM - 11:00 PM,232,14,14950,0.621,0.546,0.118,0.279,Sports,Desktop,es_ES,4983.59,4.5,7.5,8,25,0.456,Manager Follow-up Call
CUST_100553,22,Tier 3,8704,not adding to cart,21,customer553@example.com,6:00 PM - 11:00 AM,279,9,3199,0.227,0.457,0.111,0.55,Home & Kitchen,Mobile,es_ES,1569.8,9.3,19.7,2,25,0.183,Browsing Behavior Email
CUST_100554,48,Tier 2,2521,not visiting the app,9,customer554@example.com,4:00 PM - 9:00 AM,289,34,17304,0.047,0.533,0.539,0.694,Sports,Mobile,es_ES,835.81,13.9,13.1,10,10,0.843,Win-back Campaign
CUST_100555,25,Tier 4,3512,not adding to cart,17,customer555@example.com,7:00 PM - 7:00 PM,244,30,10648,0.136,0.938,0.0,0.251,Sports,Tablet,es_ES,1083.34,14.9,12.3,2,5,0.755,Product Suggestion Push
CUST_100556,24,Tier 2,8079,not visiting the app,67,customer556@example.com,7:00 AM - 11:00 PM,201,38,6436,0.249,0.35,0.226,0.949,Fashion,Desktop,en_US,3643.6,12.1,13.8,4,20,0.142,SMS Reactivation
CUST_100557,33,Tier 3,376,cart abandonment,138,customer557@example.com,5:00 AM - 11:00 PM,119,43,14461,0.299,0.125,0.743,0.454,Electronics,Tablet,es_ES,4382.42,19.0,1.8,5,5,0.627,VIP Exclusive Offer
CUST_100558,43,Tier 2,8183,not adding to cart,62,customer558@example.com,9:00 AM - 2:00 PM,124,43,16304,0.837,0.963,0.422,0.638,Home & Kitchen,Tablet,es_ES,4528.42,13.2,7.2,5,15,0.083,VIP Exclusive Offer
CUST_100559,22,Tier 4,4177,wrote a bad review,61,customer559@example.com,10:00 PM - 11:00 PM,54,50,16086,0.561,0.837,0.376,0.519,Beauty,Desktop,en_US,3028.23,12.2,16.1,2,25,0.095,Manager Follow-up Call
CUST_100560,31,Tier 3,9704,wrote a bad review,105,customer560@example.com,12:00 AM - 6:00 PM,236,37,17229,0.037,0.399,0.805,0.744,Health,Tablet,en_US,1119.4,4.4,13.0,6,5,0.292,Proactive Chat Support
CUST_100561,42,Tier 1,7681,not adding to cart,96,customer561@example.com,11:00 PM - 6:00 AM,142,29,1666,0.325,0.699,0.635,0.769,Fashion,Mobile,de_DE,3865.5,11.4,7.1,7,15,0.781,First Purchase Discount
CUST_100562,27,Tier 4,1656,not adding to cart,95,customer562@example.com,10:00 AM - 6:00 PM,52,47,3063,0.639,0.313,0.497,0.186,Health,Mobile,es_ES,4287.08,10.2,7.4,8,15,0.755,VIP Retention Call
CUST_100563,26,Tier 3,460,cart abandonment,53,customer563@example.com,10:00 PM - 9:00 PM,287,35,5929,0.398,0.696,0.199,0.091,Sports,Tablet,fr_FR,4268.43,3.8,7.5,6,20,0.133,VIP Exclusive Offer
CUST_100564,40,Tier 1,5015,cart abandonment,87,customer564@example.com,4:00 PM - 1:00 AM,281,10,9071,0.026,0.224,0.695,0.219,Fashion,Desktop,en_GB,769.61,6.6,19.3,10,20,0.838,Abandoned Cart Email
CUST_100565,42,Tier 2,6955,not visiting the app,137,customer565@example.com,10:00 PM - 11:00 PM,134,46,12026,0.803,0.264,0.37,0.9,Fashion,Desktop,de_DE,1817.52,19.2,3.6,4,25,0.579,Comeback Email Offer
CUST_100566,22,Tier 4,8971,not adding to cart,31,customer566@example.com,10:00 AM - 12:00 PM,360,42,18255,0.821,0.224,0.269,0.837,Health,Tablet,fr_FR,2510.81,9.3,19.1,3,5,0.56,Personalized Email Recommendations
CUST_100567,51,Tier 1,5895,wrote a bad review,42,customer567@example.com,2:00 PM - 2:00 PM,292,17,1003,0.714,0.491,0.704,0.943,Health,Mobile,fr_FR,1583.64,14.2,6.8,4,25,0.798,Proactive Chat Support
CUST_100568,48,Tier 4,2563,not adding to cart,6,customer568@example.com,10:00 AM - 12:00 PM,301,8,2426,0.614,0.53,0.73,0.733,Fashion,Tablet,en_GB,4186.91,1.6,18.6,2,15,0.089,First Purchase Discount
CUST_100569,41,Tier 4,6877,wrote a bad review,126,customer569@example.com,3:00 PM - 3:00 AM,160,23,5913,0.707,0.879,0.5,0.185,Health,Mobile,en_GB,1788.44,13.3,2.5,8,5,0.524,Feedback Email Survey
CUST_100570,17,Tier 1,9327,cart abandonment,179,customer570@example.com,6:00 AM - 3:00 AM,271,1,252,0.327,0.306,0.8,0.568,Home & Kitchen,Mobile,en_GB,982.99,12.8,4.5,4,15,0.097,Discount Coupon Email
CUST_100571,25,Tier 3,9604,not visiting the app,117,customer571@example.com,12:00 AM - 9:00 AM,228,2,1370,0.935,0.888,0.794,0.12,Home & Kitchen,Desktop,en_US,1777.82,4.4,10.9,2,20,0.193,Re-engagement Push
CUST_100572,25,Tier 3,7649,wrote a bad review,119,customer572@example.com,2:00 AM - 6:00 AM,188,10,7946,0.96,0.491,0.794,0.042,Electronics,Desktop,de_DE,538.96,10.9,13.6,6,25,0.563,Feedback Email Survey
CUST_100573,50,Tier 4,9151,not visiting the app,77,customer573@example.com,6:00 AM - 8:00 AM,150,41,14069,0.404,0.377,0.49,0.491,Home & Kitchen,Tablet,fr_FR,3067.83,6.8,19.9,5,30,0.699,SMS Reactivation
CUST_100574,49,Tier 1,3281,cart abandonment,83,customer574@example.com,10:00 AM - 11:00 PM,25,35,1016,0.047,0.303,0.188,0.964,Electronics,Tablet,fr_FR,3705.77,11.0,4.4,6,30,0.699,Abandoned Cart Email
CUST_100575,29,Tier 1,7691,not visiting the app,61,customer575@example.com,12:00 PM - 2:00 AM,254,14,18815,0.64,0.016,0.922,0.206,Beauty,Mobile,es_ES,73.46,5.6,16.5,6,10,0.987,Win-back Campaign
CUST_100576,30,Tier 3,6785,cart abandonment,44,customer576@example.com,3:00 AM - 10:00 PM,217,44,18795,0.71,0.902,0.31,0.94,Beauty,Tablet,es_ES,2075.56,1.2,16.6,7,15,0.843,Push Notification Reminder
CUST_100577,28,Tier 4,4352,cart abandonment,165,customer577@example.com,12:00 PM - 1:00 PM,66,43,7406,0.071,0.114,0.159,0.791,Electronics,Mobile,de_DE,1670.52,18.9,5.9,7,15,0.536,Abandoned Cart Email
CUST_100578,34,Tier 3,1977,cart abandonment,106,customer578@example.com,4:00 AM - 9:00 PM,103,9,17081,0.996,0.469,0.109,0.229,Health,Mobile,en_US,3824.58,16.3,5.6,10,15,0.438,Abandoned Cart Email
CUST_100579,25,Tier 4,9981,cart abandonment,174,customer579@example.com,9:00 AM - 4:00 PM,23,37,565,0.949,0.341,0.95,0.922,Home & Kitchen,Desktop,en_GB,4512.74,2.1,8.2,5,25,0.064,VIP Exclusive Offer
CUST_100580,27,Tier 2,5703,wrote a bad review,11,customer580@example.com,8:00 AM - 4:00 PM,286,11,4797,0.547,0.318,0.111,0.065,Sports,Tablet,en_US,3112.0,4.2,18.7,6,5,0.143,Manager Follow-up Call
CUST_100581,22,Tier 2,296,wrote a bad review,5,customer581@example.com,10:00 AM - 7:00 AM,115,49,1253,0.564,0.074,0.649,0.911,Sports,Tablet,fr_FR,1448.22,12.7,9.5,4,30,0.491,Proactive Chat Support
CUST_100582,32,Tier 3,7654,wrote a bad review,44,customer582@example.com,8:00 PM - 4:00 AM,147,41,5813,0.963,0.388,0.257,0.16,Beauty,Mobile,fr_FR,4036.98,3.7,9.7,9,10,0.987,VIP Retention Call
CUST_100583,24,Tier 3,3609,wrote a bad review,112,customer583@example.com,7:00 PM - 12:00 PM,228,25,15288,0.364,0.326,0.399,0.723,Fashion,Mobile,en_GB,3577.32,11.8,19.0,10,15,0.9,Proactive Chat Support
CUST_100584,51,Tier 4,6340,not adding to cart,59,customer584@example.com,7:00 AM - 8:00 AM,278,42,14921,0.3,0.833,0.775,0.624,Electronics,Mobile,en_GB,1721.53,17.9,13.5,9,20,0.18,Product Suggestion Push
CUST_100585,44,Tier 1,3582,wrote a bad review,150,customer585@example.com,11:00 AM - 5:00 AM,329,26,18943,0.782,0.198,0.411,0.469,Beauty,Mobile,fr_FR,1615.26,18.7,12.6,1,30,0.097,Feedback Email Survey
CUST_100586,20,Tier 1,551,cart abandonment,18,customer586@example.com,6:00 AM - 6:00 PM,104,48,5034,0.958,0.308,0.066,0.623,Home & Kitchen,Tablet,fr_FR,2401.68,14.4,6.5,2,25,0.16,Abandoned Cart Email
CUST_100587,25,Tier 2,7002,cart abandonment,141,customer587@example.com,10:00 PM - 3:00 PM,359,18,8272,0.976,0.664,0.147,0.445,Electronics,Mobile,fr_FR,2390.42,10.1,15.6,10,30,0.988,Push Notification Reminder
CUST_100588,39,Tier 4,9782,not visiting the app,119,customer588@example.com,1:00 PM - 11:00 PM,174,6,12223,0.069,0.135,0.3,0.394,Fashion,Mobile,en_GB,4809.8,7.1,14.5,2,15,0.603,SMS Reactivation
CUST_100589,47,Tier 1,9871,wrote a bad review,48,customer589@example.com,6:00 PM - 4:00 PM,267,2,16143,0.319,0.167,0.649,0.701,Home & Kitchen,Desktop,fr_FR,1720.71,6.2,19.9,8,30,0.08,Proactive Chat Support
CUST_100590,51,Tier 1,2340,cart abandonment,151,customer590@example.com,1:00 PM - 7:00 AM,241,25,12826,0.036,0.672,0.697,0.336,Sports,Desktop,fr_FR,3551.04,3.5,7.6,5,25,0.193,Push Notification Reminder
CUST_100591,34,Tier 3,1564,wrote a bad review,176,customer591@example.com,2:00 PM - 9:00 AM,12,9,3607,0.243,0.177,0.065,0.572,Fashion,Mobile,en_US,97.74,1.3,16.3,10,5,0.156,Feedback Email Survey
CUST_100592,56,Tier 4,5621,cart abandonment,161,customer592@example.com,2:00 AM - 12:00 AM,103,48,2759,0.186,0.718,0.092,0.433,Beauty,Mobile,en_GB,297.49,2.5,7.1,9,10,0.476,Push Notification Reminder
CUST_100593,28,Tier 4,3248,wrote a bad review,78,customer593@example.com,12:00 AM - 8:00 AM,260,1,2706,0.176,0.198,0.144,0.542,Fashion,Tablet,en_US,3529.2,2.4,4.6,6,10,0.162,Manager Follow-up Call
CUST_100594,56,Tier 3,6954,not adding to cart,60,customer594@example.com,7:00 PM - 6:00 AM,272,1,8346,0.281,0.161,0.062,0.494,Beauty,Mobile,de_DE,3790.47,9.2,13.8,8,5,0.977,Browsing Behavior Email
CUST_100595,21,Tier 3,9836,not adding to cart,179,customer595@example.com,10:00 AM - 10:00 PM,164,29,11834,0.742,0.48,0.5,0.763,Home & Kitchen,Tablet,en_GB,1179.15,4.2,14.1,7,20,0.88,Personalized Email Recommendations
CUST_100596,36,Tier 4,7796,wrote a bad review,120,customer596@example.com,3:00 AM - 12:00 PM,215,2,4668,0.788,0.381,0.87,0.149,Home & Kitchen,Mobile,fr_FR,3967.31,13.6,4.3,10,10,0.217,Manager Follow-up Call
CUST_100597,17,Tier 4,7937,not visiting the app,74,customer597@example.com,6:00 AM - 1:00 PM,201,11,10045,0.83,0.854,0.278,0.19,Sports,Tablet,fr_FR,2192.64,19.0,4.0,1,15,0.961,Win-back Campaign
CUST_100598,20,Tier 3,8010,not adding to cart,41,customer598@example.com,4:00 PM - 4:00 PM,252,1,10192,0.632,0.339,0.311,0.618,Sports,Mobile,de_DE,690.67,6.4,14.8,3,15,0.565,Browsing Behavior Email
CUST_100599,46,Tier 1,490,wrote a bad review,99,customer599@example.com,7:00 AM - 4:00 PM,353,15,10341,0.634,0.902,0.476,0.281,Home & Kitchen,Tablet,es_ES,3506.73,18.1,19.3,10,10,0.708,Manager Follow-up Call
CUST_100600,55,Tier 2,4281,wrote a bad review,149,customer600@example.com,8:00 AM - 6:00 AM,197,49,4961,0.624,0.081,0.491,0.603,Beauty,Desktop,en_US,2274.95,15.8,16.0,5,30,0.143,Manager Follow-up Call
CUST_100601,19,Tier 4,4240,not visiting the app,167,customer601@example.com,1:00 PM - 6:00 PM,288,10,9037,0.957,0.485,0.314,0.883,Fashion,Tablet,en_GB,4790.74,12.4,3.3,1,30,0.885,Win-back Campaign
CUST_100602,49,Tier 3,4266,wrote a bad review,113,customer602@example.com,12:00 AM - 5:00 PM,105,10,9802,0.025,0.652,0.762,0.079,Health,Mobile,fr_FR,3148.15,11.6,12.3,6,5,0.937,Manager Follow-up Call
CUST_100603,45,Tier 3,3440,wrote a bad review,77,customer603@example.com,3:00 AM - 6:00 AM,64,4,10799,0.553,0.369,0.315,0.721,Sports,Mobile,fr_FR,3249.33,8.5,7.2,1,30,0.283,Proactive Chat Support
CUST_100604,52,Tier 1,8583,cart abandonment,38,customer604@example.com,8:00 AM - 2:00 AM,78,7,17230,0.163,0.714,0.092,0.36,Home & Kitchen,Desktop,en_US,2092.58,15.3,10.4,9,5,0.525,Push Notification Reminder
